BeachCode,BeachName,Country,BeachInfoAmmendment,FillingDate,FillingName,FillingPhone,FillingMail,FillingInstitute,UrbanizationDegree,ReferenceBeach,BeachWidthLow,BeachWidthHigh,BeachLength,BeachLatitude,BeachLongitude,CoordinateSystem,BeachBack,BeachBackOther,BeachBackDevelopment,DevelopmentDescription,PositionMeasurementDate,CurrentsDirection,WindsDirection,BeachOrientation,BeachMaterial,BeachTopography,Obstacles,Usage1,Usage1Seasonality,Usage2,Usage2Seasonality,Usage3,Usage3Seasonality,BeachAccess,BeachCleaningSeasonality,SeasonalityMonths,CleaningFrequency,OtherDescription,CleaningMethod,CleaningResponsible,Notes
FR013,Betahon,FR,,,,,,,,no,10,100,1800,47.518464,-2.500758,4326,Dunes,,yes,"Not immediately but behind in the NW, as well as a small harbour facing the beach in the south",,N;W,S;W,SW,Sand,flat slope <20% in the upper part),no,,yes,Board sports,no,Coastal walking,no,Pedestrian,yes,,Other,weekly during summer,Manual;Mechanical,Beach cleaning regular: municipality Ospar survey (with pick-up of observed litter): Surfrider NGO,open in 2013 - stopped in 2014 (NGO leader leaving)
FR015,Dunes St Frieux,FR,,,,,,,,no,400,5,4800,50.60505,1.578133,4326,Dunes,,no,,,N;S,W,,Sand,slope 10%,blockhaus on the beach (in the north),Coastal walking,no,,yes,Hunting,yes,Pedestrian;Vehicle,no,,Other,,Manual,NGOs 2 or 4 times per year (Rivages Propres: 1: nature libre: 3) in the north and south part of the section,usage 3: hunting seasonal monitoring : SeaMer / Jonathan HENICHART henichart.jonathan@gmail.com
FR016,Boucaniers,FR,,,,,,,,no,300,30,1600,50.763117,1.604767,4326,Cliffs,,yes,Few residential houses and a biology university at a distance of 130 meters without access to the beach,,N;S,W,W,MixedSediment,,pier in the north end,Amusements,no,Building sand castles,no,Coastal walking,no,Pedestrian;Vehicle,,,,,,,surveyed by SeaMer NGO
FR017,La Barre,FR,,,,,,,,no,,,,43.528567,-1.523492,4326,,,,,,,,,,,,,,,,,,,,,,,,,
FR019,La Grandville,FR,,,,,,,,no,,,,48.523522,-2.639792,4326,,,,,,,,,,,,,,,,,,,,,,,,,
FR020,Le Valais,FR,,,,,,,,no,,,,48.524114,-2.716433,4326,,,,,,,,,,,,,,,,,,,,,,,,,
FR021,Merville Franceville,FR,,,,,,,,no,,,,49.286564,-0.213864,4326,,,,,,,,,,,,,,,,,,,,,,,,,
FR051,Le Golo,FR,,2013-07-03,Céline Labbé,,umarinu@wanadoo.fr,Cedre,,no,50,50,,,,4326,Other,Remote natural; low plat coastline; laguna,,,,N,E,E,Sand,low,,Local people (remote),,Sunbathing,,Swimming,,Pedestrian;Vehicle,,,Other,Irregular,,,
FR052,Fourat,FR,,2015-10-06,Marc Dumontier,,marc.dumontier@afbiodiversite.fr,Parc naturel marin du golfe du Lion - AFB,,no,,,180,,,4326,Other,wall,,,,,NW,NE,,,,bathing,yes,,,,,,yes,,Other,twice a year,Manual,,
FR053,La Crouste,FR,,2015-10-06,Marc Dumontier,,marc.dumontier@afbiodiversite.fr,Parc naturel marin du golfe du Lion - AFB,,no,,,950,,,4326,Bush,,,,,,NW,E,,,,bathing,yes,,,,,,yes,,Other,Twice a year,Mechanical,,
FR054,Napoleon,FR,,2017-01-11,Isabelle Poitou,,isabelle.poitou@mer-terre.org,MerTerre,,no,20,30,,,,4326,,,,,,N,NW,SE,Sand,low slope,,Tourist,yes,Nautic activity,yes,hunting and fishing,yes,Pedestrian,,,,,,,
FR055,Pomegues,FR,,2017-01-10,Isabelle Poitou,,isabelle.poitou@mer-terre.org,MerTerre,,no,8,8,,,,4326,,,,,,E,NW,E,RockAndBoulders,Low slope,Rocks (it is an island),fish farming,yes,yachting,yes,,,Pedestrian,,,,,,,
FR056,Petite Afrique,FR,,2017-01-13,Isabelle Poitou,,isabelle.poitou@mer-terre.org,MerTerre,,no,10,32,100,,,4326,,,,,,,NE,SE,Sand,Low slope,,Tourist,yes,,,,,,yes,,Other,Spring; summer; automn,,,
GE0001,Ureki,GE,,2018-03-01,Nino Machitadze,995-577-44-53-12,ninomachitadze@gamma.ge,TSU_GAMMA,Urban,yes,62,48,2500,41.99,41.76,4326,Dunes,,yes,"Yes, walking trail, planted, developed",2015-10-21,W,NW,W,Sand,0,,Coastal walking,yes,Wildlife watching,no,,,Pedestrian;Vehicle,yes,5;6;7;8;9;10,Other,4 times/year,Manual,Local Cleaning Service,
GE0002,Kobuleti NP,GE,,2018-03-02,Nino Machitadze,995-577-44-53-12,ninomachitadze@gamma.ge,TSU_GAMMA,Periurban,yes,75,65,3600,41.89,41.77,4326,Dunes,,yes,Car parking place,2015-10-23,W,NW,SE,CoarseSediment,0,no,Coastal walking,yes,Wildlife watching,no,,,Pedestrian;Vehicle,no,,Other,4 times/year,Manual,Local Cleaning Service,
GE0003,Sarpi,GE,,2018-03-02,Nino Machitadze,995-577-44-53-12,ninomachitadze@gamma.ge,TSU_GAMMA,Urban,yes,70,65,800,41.52,41.55,4326,Dunes,,yes,the international East-West highway E60,2016-10-18,W,NW,NW,MixedSediment,0,no,Coastal walking,yes,Wildlife watching,no,,,Pedestrian;Vehicle,yes,5;6;7;8;9,Other,4 times/year,Manual,Local Cleaning Service,
GRL001,Dagmar Island North St1,DK,,,,,,,,no,,,200,81.686417,-17.563722,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach length is 200m. Reported data in the OSPAR database is recalculated to represent 100m survey.
GRL002,Henryland - East Greenland,DK,,,,,,,,no,28,7,100,69.607917,-23.639967,4326,,,no,,,S,N;S,W,CoarseSediment,,,,,,,,,,,,,,,,
GRL003,"Sand Island, Young Sund",DK,,,,,,,,no,,,100,74.265333,-20.15255,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL004,"Kap Mary, Young Sund",DK,,,,,,,,no,,,100,74.165567,-20.18835,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL005,"Clavering Island, Young Sund",DK,,,,,,,,no,,,100,74.218056,-20.171444,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL006,Stroem Island,DK,,,,,,,,no,,,100,68.085867,-30.6166,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL007,"Moraene Island, Taasiilaq",DK,,,,,,,,no,,,100,66.020817,-35.788683,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL008,Nuuk Fjord St1,DK,,,,,,,,no,,,100,64.025717,-51.749117,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL009,Nuuk Fjord St2,DK,,,,,,,,no,,,115,64.061389,-51.730278,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach lenght is 115 m. Reported data in the OSPAR database is recalculated to represent 100 m.
GRL010,Nuuk Fjord St3,DK,,,,,,,,no,,,90,64.071944,-51.761389,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach lenght is 90 m. Reported data in the OSPAR database is recalculated to represent 100 m.
GRL011,Disko Brededal,DK,,,,,,,,no,,,100,69.317222,-53.185361,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL012,Disko Ippik,DK,,,,,,,,no,,,100,69.301944,-53.241667,4326,,,,,,,,,,,,,,,,,,,,,,,,,
GRL013,Sisimiut St1,DK,,,,,,,,no,,,58,66.871111,-53.602333,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach lenght is 58 m. Reported data in the OSPAR database is recalculated to represent 100 m.
GRL014,Sisimiut St2,DK,,,,,,,,no,,,40,66.853306,-53.494597,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach length is 40m. Reported data in the OSPAR database is recalculated to represent 100m surveys.
GRL015,Qaqortoq St1 (Asia),DK,,,,,,,,no,,,51,60.675264,-46.13165,4326,,,,,,,,,,,,,,,,,,,,,,,,,SUMAG project. Surveyed beach lenght is 51 m. Reported data in the OSPAR database is recalculated to represent 100 m.
GRL016,Qaqortoq St2,DK,,,,,,,,no,,,140,60.721525,-46.099047,4326,,,,,,,,,,,,,,,,,,,,,,,,,Surveyed beach lenght is 140 m. Reported data in the OSPAR is recalculated to represent 100 m.
GWUWH,Ammos,RO,,2015-04-26,Magda Nenciu,+40766734030,magdalena.nenciu@gmail.com,NIMRD Grigore Antipa,Urban,yes,40,50,447,44.270278,28.625833,4326,BuiltupArea,,yes,Restaurant/Hotels/Apartment buildings,2014-12-01,N,NE,E,Sand,slope: 10%,,Sunbathing and swimming,yes,,,,,Pedestrian;Vehicle,yes,,Other,Summer season,Manual;Mechanical,Hotel administrators & Local Water Basin Administration,
HR_BeMa_NE,Neretva delta – Komin,HR,,2015-11-17,,,,IOF,,yes,23,16,292,,,4326,Bush;Road,,yes,Road,,,SE,SE,Sand,Slope 3%,,Swimming,yes,Sunbathing,yes,Kite surfing,yes,Pedestrian;Vehicle,yes,6;7;8;9,Daily,,Manual,"No one, local kiters clean",
HR_BeMa_OM,Omiš - Punta beach,HR,,2015-10-23,,,,IOF,,yes,40,38,425,,,4326,BuiltupArea,,yes,"Road, buildings",,SE,SE,S,Sand,Slope 10%,,Swimming,yes,Sunbathing,yes,,yes,Pedestrian;Vehicle,yes,5;6;7;8;9,Daily,,Mechanical,Municipality,
HR_BeMa_SAP,Island Mljet - Saplunara beach,HR,,2015-11-18,,,,IOF,,yes,23,20,155,,,4326,Forest,,yes,Concrete stairs to the road,,S,SE,SW,Sand,Slope 5%,,Swimming,yes,Sunbathing,yes,,yes,Pedestrian,yes,5;6;7;8;9;10,Weekly,,Manual,"No one responsible, locals clean",
HR_BeMa_ZAG,Island Vis – Zaglav beach,HR,,2015-11-03,,,,IOF,,yes,12,10,106,,,4326,Crops,,yes,Few private houses,,S,S,E,MixedSediment,Slope 5%,,Swimming,yes,Sunbathing,yes,Anchoring,yes,Boat;Pedestrian,yes,6;7;8;9,Daily,,Manual,Gradina d.o.o. Vis before season but local people clean it every day during season,
IR001,Long Strand,IE,,,,,,,,no,60,10,1800,51.552293,-8.955067,4326,Dunes,,no,Small number of houses,,E,S;W,SW,,Steep Slope 30%,No,Coastal walking,no,Board sports,no,,,Pedestrian,,,,,,,"A steep beach, well used by walkers, dangerous for swimming"
IR002,Silver Strand,IE,,,,,,,,no,220,20,500,53.645853,-9.886078,4326,Dunes,,no,,,N;W,S;W,W,,"gentle slope, 5%",Offshore islands,Coastal walking,no,,yes,,,Pedestrian;Vehicle,,,,,,,"A very remote beach, in a rural area with low local population"
IR003,Carnesore,IE,,,,,,,,no,55,5,650,52.192203,-6.348811,4326,Dunes,,yes,Houses and school,,E;N,S;W,E,,"gentle slope, 5%","Offshore rocks, pier at Northern end of beach",Coastal walking,no,Building sand castles,yes,Building sand castles,yes,Pedestrian,yes,,Other,"monthly all year round, weekly during summer",Manual,Wexford County Council,
IR004,Clogherhead - South,IE,,,,,,,,no,200,10,850,53.788747,-6.233997,4326,Dunes,,yes,"Town, car park, RNLI - Lifeboat station, caravan parks, houses",,N,S;W,E,,"Very gentle slope, 5%",No,Coastal walking,no,,yes,,,Pedestrian;Vehicle,yes,,Weekly,,Manual,Clogherhead Tidy Towns,A beach located within a town but cleaned all year round.
IS001,Raudasandur,IS,,,,,,,,no,,60,5000,65.462784,-23.955504,4326,Dunes,,no,,,W,S,S,,< 5 %,No,Naturist,yes,Coastal walking,yes,,,Pedestrian;Vehicle,yes,,Other,summer,Manual,Environment Agency of Iceland with volunteers.,The Raudasandur beach is a Nature Conservation area.
IS002,Budavik,IS,,,,,,,,no,,115,2000,64.827558,-23.357204,4326,Dunes,,no,,,W,S,S,,< 5 %,,Naturist,no,Coastal walking,yes,,,Pedestrian;Vehicle,yes,,Other,spring/summer,Manual,Environment Agency of Iceland/landowners,Litter was only found at the top 15 m of the beach.
IS003,Bakkavik,IS,,,,,,,,no,350,,900,64.153908,-22.007208,4326,Cliffs,,no,,,W,S,S,,< 5 %,,Coastal walking,no,Naturist,no,,,Pedestrian;Vehicle,yes,,Other,summer,Manual,Municipality/Environment Agency of Iceland,West of the beach is a golf course.
IS004,Surtsey island East,IS,,,,,,,,no,10,37,850,63.305833,-20.5962,4326,Cliffs,,no,,,E,E,E,,15-20,,,,,,,,Boat,,,,,,,"Surstey is a volcanic island and the southernmost point of Iceland. It was formed in a volcanic eruption in 1963-1967. It is all the more outstanding for having been protected since its birth, providing the world with a pristine natural laboratory. In 2008, UNESCO declared the island a World Heritage Site, in recognition of its great scientific value. Access to the island is restricted, permit needed from the Environment agency."
IS005,Surtsey island West,IS,,,,,,,,no,29,25,580,63.308417,-20.600317,4326,Cliffs,,no,,,W,E,W,,20-30 %,,,,,,,,Boat,,,,,Manual,,"Surstey is a volcanic island and the southernmost point of Iceland. It was formed in a volcanic eruption in 1963-1967. It is all the more outstanding for having been protected since its birth, providing the world with a pristine natural laboratory. In 2008, UNESCO declared the island a World Heritage Site, in recognition of its great scientific value. Access to the island is restricted, permit needed from the Environment agency."
LT0001,Nemirseta,LT,,2013-11-28,,,,,,no,,,,55.87982,21.05899,4326,,,,,,,,,,,,,,,,,,,,,,,,,
LT0002,Karkle,LT,,2013-11-28,,,,,,no,,,,55.78068,21.07656,4326,,,,,,,,,,,,,,,,,,,,,,,,,
LT0003,Melnrage/Klaipeda,LT,,2013-11-28,,,,,,no,,,,55.73431,21.09037,4326,,,,,,,,,,,,,,,,,,,,,,,,,
LT0004,Palanga,LT,,2013-11-28,,,,,,no,,,,55.91975,21.05905,4326,,,,,,,,,,,,,,,,,,,,,,,,,
LV0001,Papes bāka,LV,,2019-04-03,,,,,Rural,no,30,18,,56.154733,21.022756,4326,,,,,,,,W,CoarseSediment,,,,,,,,,,,,,,,,
LV0002,Jūrmalciems,LV,,2019-04-03,,,,,Rural,no,47,20,,56.301637,20.983969,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0003,Bernāti,LV,,2019-04-03,,,,,Periurban,no,30,15,,56.377152,20.974916,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0004,Liepāja Karosta,LV,,2019-04-03,,,,,Periurban,no,30,10,,56.56324,21.001714,4326,,,,,,,,W,CoarseSediment,,,,,,,,,,,,,,,,
LV0005,Ziemupe,LV,,2019-04-03,,,,,Rural,no,27,22,,56.746876,21.059354,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0006,Pāvilosta,LV,,2019-04-03,,,,,Periurban,no,45,25,,56.892764,21.180725,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0007,Jūrkalne,LV,,2019-04-03,,,,,Periurban,no,30,22,,57.032817,21.399155,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0008,Užava,LV,,2019-04-03,,,,,Rural,no,40,18,,57.247212,21.413551,4326,,,,,,,,W,CoarseSediment,,,,,,,,,,,,,,,,
LV0009,Ventspils centrs,LV,,2019-04-03,,,,,Urban,no,80,60,,57.388743,21.526111,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0010,Staldzene,LV,,2019-04-03,,,,,Periurban,no,25,16,,57.445146,21.603705,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0012,Ovīši,LV,,2019-04-03,,,,,Rural,no,50,30,,57.572435,21.710777,4326,,,,,,,,NW,MixedSediment,,,,,,,,,,,,,,,,
LV0014,Mazirbe,LV,,2019-04-03,,,,,Rural,no,45,25,,57.690326,22.315486,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0015,Kolka,LV,,2019-04-03,,,,,Periurban,no,19,10,,57.744381,22.59542,4326,,,,,,,,SE,Sand,,,,,,,,,,,,,,,,
LV0016,Pūrciems,LV,,2019-04-03,,,,,Rural,no,19,10,,57.586294,22.635498,4326,,,,,,,,NE,Sand,,,,,,,,,,,,,,,,
LV0017,Roja,LV,,2019-04-03,,,,,Urban,no,40,25,,57.51115,22.80031,4326,,,,,,,,NE,Sand,,,,,,,,,,,,,,,,
LV0018,Kaltene,LV,,2019-04-03,,,,,Periurban,no,20,10,,57.452056,22.897364,4326,,,,,,,,NE,CoarseSediment,,,,,,,,,,,,,,,,
LV0019,Mērsrags,LV,,2019-04-03,,,,,Periurban,no,30,15,,57.366844,23.119743,4326,,,,,,,,NE,Sand,,,,,,,,,,,,,,,,
LV0020,Abragciems,LV,,2019-04-03,,,,,Periurban,no,18,8,,57.195373,23.208785,4326,,,,,,,,E,Sand,,,,,,,,,,,,,,,,
LV0021,Engure,LV,,2019-04-03,,,,,Periurban,no,15,5,,57.161052,23.232795,4326,,,,,,,,E,Sand,,,,,,,,,,,,,,,,
LV0022,Apšuciems,LV,,2019-04-03,,,,,Periurban,no,40,18,,57.061823,23.31157,4326,,,,,,,,NE,Sand,,,,,,,,,,,,,,,,
LV0023,Lapmežciems,LV,,2019-04-04,,,,,Periurban,no,20,10,,57.03091,23.493828,4326,,,,,,,,NE,Sand,,,,,,,,,,,,,,,,
LV0024,Jaunķemeri,LV,,2019-04-03,,,,,Urban,no,45,20,,56.976759,23.559599,4326,,,,,,,,N,Sand,,,,,,,,,,,,,,,,
LV0025,Lielupes ieteka,LV,,2019-04-03,,,,,Urban,no,60,40,,57.001683,23.911253,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0026,Vakarbuļļi,LV,,2019-04-03,,,,,Urban,no,40,25,,57.019837,23.962437,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0027,Daugavgrīva,LV,,2019-04-03,,,,,Urban,no,65,40,,57.041689,24.002041,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0028,Vecāķi,LV,,2019-04-03,,,,,Urban,no,60,40,,57.082838,24.10841,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0029,Gaujas ieteka,LV,,2019-04-03,,,,,Rural,no,55,20,,57.161678,24.269451,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0030,Lilaste,LV,,2019-04-03,,,,,Periurban,no,60,30,,57.189403,24.328364,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0031,Saulkrasti,LV,,2019-04-03,,,,,Urban,no,40,20,,57.269286,24.411531,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0032,Zvejniekciems,LV,,2019-04-03,,,,,Periurban,no,65,40,,57.319541,24.403629,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0033,Tūja,LV,,2019-04-03,,,,,Periurban,no,55,20,,57.492443,24.381214,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0034,Salacgrīva,LV,,2019-04-03,,,,,Periurban,no,15,10,,57.762058,24.348871,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0035,Kuiviži,LV,,2019-04-03,,,,,Periurban,no,50,30,,57.78862,24.345112,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0036,Robeža,LV,,2019-04-03,,,,,Rural,yes,30,20,,56.069193,21.064755,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0037,Lauču akmens,LV,,2019-04-03,,,,,Rural,no,25,20,,57.367788,24.401123,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0038,Veczemju klintis,LV,,2019-04-03,,,,,Rural,no,25,10,,57.582296,24.367146,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
LV0039,Liepāja centrs,LV,,2019-04-03,,,,,Urban,no,70,40,,56.483502,20.996875,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0040,Miķeļtornis,LV,,2019-04-03,,,,,Rural,no,35,25,,57.600822,21.966622,4326,,,,,,,,N,Sand,,,,,,,,,,,,,,,,
LV0041,Majori,LV,,2019-04-03,,,,,Urban,no,65,50,,56.977509,23.799994,4326,,,,,,,,N,Sand,,,,,,,,,,,,,,,,
LV0042,Skede,LV,,2019-02-14,,,,,Rural,no,30,20,,56.624786,21.033649,4326,,,,,,,,W,Sand,,,,,,,,,,,,,,,,
LV0043,Klapkalnciems,LV,,2019-02-14,,,,,Periurban,no,40,25,,57.045372,23.366549,4326,,,,,,,,N,Sand,,,,,,,,,,,,,,,,
LV0044,Lielupe/Riga side,LV,,2019-02-14,,,,,Periurban,no,70,40,,57.011174,23.937591,4326,,,,,,,,NW,Sand,,,,,,,,,,,,,,,,
ME0001,Kamenovo,ME,,2015-12-27,Milica Divanović,,m.i.l.i.c.a.90@hotmail.com,Institute of Marine Biology - University of Montenegro,,yes,,,330,,,4326,Other,Built-up area and forest,yes,"Restaurants and bars, temporary",2014-10-14,SE,SW,SE,MixedSediment,slope 15%,"2 capes, reef",Swimming and sunbathing,yes,,,,,Pedestrian;Vehicle,yes,5;6;7;8;9;10,Daily,,Manual,JKP Budva (public communal company Budva),
ME0002,Igalo,ME,,2015-12-27,Milica Divanović,,m.i.l.i.c.a.90@hotmail.com,Institute of Marine Biology - University of Montenegro,,yes,,,82,,,4326,BuiltupArea,,yes,"Road, shops, bars",2014-10-27,SE,,S,Sand,slope 10%,pier,Swimming and sunbathing,yes,,,,,Boat;Pedestrian;Vehicle,yes,5;6;7;8;9;10,Daily,,Manual,,
MEWTM,Vama Veche,RO,,2015-04-25,Magda Nenciu,+40766734030,magdalena.nenciu@gmail.com,NIMRD Grigore Antipa,Rural,yes,5,10,2511,43.770833,28.590556,4326,Cliffs,,no,N/A,2015-04-25,N,NE,E,MixedSediment;RockAndBoulders,slope: 30%,,Sunbathing and swimming,yes,,,,,Pedestrian,no,,Other,Occasionally,Manual,Local Water Basin Administration,
NL001,Bergen,NL,,,,,,,,no,65,55,4000,52.642725,4.62425,4326,Dunes,,no,,,N,S;W,W,Sand,"Flat, exposed 2% slope",no,Coastal walking,no,,yes,,,Pedestrian,,,,,,,Cleaning details: every two weeks Water discharge on beach till 2015
NL002,Noordwijk,NL,,,,,,,,no,40,50,15000,52.321814,4.489397,4326,Dunes,,no,,,E;N,S;W,NW,Sand,"Flat, exposed 2% slope",no,Coastal walking,no,,yes,,,Pedestrian,yes,,Other,,,Local municipality,Cleaning details: 100m is not cleaned (only during survey). Only in summer bins are placed on beach (since 2012). The beach around is cleaned mechannically when considered littered.
NL003,Veere,NL,,,,,,,,no,65,75,10000,51.588564,3.556875,4326,Dunes,,no,,,E;N,S;W,NW,Sand,"irregular sand hopes, 5% slope, exposed to open sea, 1% vegetation (grass)","Yes, dam in sea",Coastal walking,no,,yes,,,Pedestrian,yes,,Other,,Manual;Mechanical,Local municipality,Beach is cleaned incidentally (maybe 2 ir 3 times a year)
NL004,Terschelling,NL,,,,,,,,no,120,115,20000,53.426058,5.393528,4326,Dunes,,no,,,E;N,S;W,NW,Sand,5% slope,no,Coastal walking,no,,yes,,,Pedestrian,yes,,Other,,Manual;Mechanical,Municipality,"Cleaned incidentally when dirty. Beachcombers remove large objects on a regular (almost daily) basis, reference beach excepted."
NO001,Været,NO,,,,,,,,no,40,36,100,63.81375,9.488306,4326,Dunes,,no,,1970-01-01,S;W,W,E,,Slope 10-20%,,,,,,,,Boat,yes,,Other,Once a year (OSPAR registration),Manual,Norwegian Nature Inspectorate (Statens naturoppsyn - SNO),"Back of Beach: Graslands (not an option in pulldown list) Major Beach usage: Protected area - Whole year (not an option in pulldown list), Grazing - seasonal (not an option in pulldown list)"
NO002,Brucebukta,NO,,,,,,,,no,63,56,,78.444785,11.860241,4326,,,no,,1970-01-01,,N,N,,Slope 6 degrees,No,,,,,,,Boat,yes,,Other,,Manual,Cleaned once a year by the Governor of Svalbard as part of the OSPAR Beach litter registration,"The beach is visited by cruice tourists in the summer (average: 719 a year), and by local inhabitants on boat trips."
NO003,Luftskipodden,NO,,,,,,,,no,87,75,1200,79.681214,10.766962,4326,,,no,,1970-01-01,S,W,W,,"Lower 15m: 15 degree slope, 75m from back of beach: flat",No,,,,,,,Boat,yes,,Other,,Manual,Cleaned once a year by the Governor of Svalbard as part of the OSPAR Beach litter registration,
NO004,Rekvika,NO,,,,,,,,no,20,7,1000,69.807672,18.733219,4326,,,no,,1970-01-01,S;W,W,W,,"Flat, slope 10 %, mainly boulders 10-50 cm",No,Coastal walking,yes,Amusements,yes,,,Boat;Pedestrian,yes,4;5;9,Other,,Manual,"Cleaned in conjunction with OSPAR registration. Beach coordinator responsible, togehther with highschool pupils and students.","The beach obviously collects more than its fair share, due to the wind, currents and location. The northern 100 m is the most littered part. There are more beaches with the same quantities in the area."
NO005,Kviljo,NO,,,,,,,,no,65,63,5000,58.06947,6.680341,4326,Dunes,,no,,1970-01-01,S,S,S,,Flat 100%,No,Coastal walking,no,,yes,Board sports,no,Pedestrian,,,,,,,"The width of the beach, and the amount of litter the beach collects, varies from year to year, as an effect of strong winds and currents."
NO006,Sandfjordneset,NO,,,,,,,,no,200,50,1050,70.50409,30.58819,4326,Dunes,,yes,20 cabins,,S,,E,,Slope 7%,No,,,,,,,Pedestrian,yes,6;9,Other,,Manual,Statens Naturoppsyn (SNO),
NO007,Ytre Hvaler,NO,,,,,,,,no,40,4,2000,59.0457,10.882823,4326,Dunes,,no,,1970-01-01,,S;W,SW,,"Rocks 50 %, mix of both flat and rocky areas",,,yes,,,,,Boat,yes,3;4;10;11,Other,,Manual,"Oslofjordens Friluftsråd in cooperation with SNO, Skjærgårdstjenesten and the national park manager.","There are two more shipping lanes near the Beach: LÃ¸pern to Borg harbour: 5 km away, 1.500 ships Halden harbour: 10-12 km away, 360 ships"
NPMS_RU_01_BR,NPMS RU 01 BR,RU,,2016-07-30,Maria Pogojeva,+79099458040,pogojeva_maria@mail.ru,State Oceanographic Institute (SOI),,no,,,,45.19953,36.60014,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0001,Choczewo,PL,,2016-12-27,,,,,Rural,no,,,,54.811661,17.83595,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0002,Darlowo,PL,,2017-01-14,,,,,Urban,no,,,,54.390872,16.323703,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0003,Dziwnow,PL,,2017-01-10,,,,,Rural,no,,,,54.022975,14.732897,4326,,,,,,,,,,,,,,,,,,,,,,,,,urban coast close to river
PL0004,Gdansk,PL,,2017-01-07,,,,,Urban,no,,,,54.353339,18.841364,4326,,,,,,,,,,,,,,,,,,,,,,,,,urban coast close to river
PL0005,Gdynia,PL,,2017-01-07,,,,,Rural,no,,,,54.572678,18.547444,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0006,Hel (I),PL,,2017-01-08,,,,,Urban,no,,,,54.676517,18.736575,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0007,Hel (II),PL,,2017-01-07,,,,,Urban,no,,,,54.621994,18.777583,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0008,Kolobrzeg/ Ustronie Morskie,PL,,2017-01-10,,,,,Urban,no,,,,54.200267,15.672447,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0009,Krynica Morska,PL,,2016-12-17,,,,,Rural,no,,,,54.4403,19.604394,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0010,Mielno,PL,,2016-12-21,,,,,Rural,no,,,,54.262661,16.053686,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0011,Smoldzino,PL,,2016-12-17,,,,,Urban,no,,,,54.758919,17.491594,4326,,,,,,,,,,,,,,,,,,,,,,,,,
PL0012,Stegna,PL,,2016-12-17,,,,,Rural,no,,,,54.343358,18.991614,4326,,,,,,,,,,,,,,,,,,,,,,,,,rural coast close to river
PL0013,Swinoujscie,PL,,2017-01-10,,,,,Urban,no,,,,53.921917,14.264417,4326,,,,,,,,,,,,,,,,,,,,,,,,,urban coast close to river
PL0014,Trzebiatow (Mrzezyno),PL,,2017-01-10,,,,,Urban,no,,,,54.146778,15.286361,4326,,,,,,,,,,,,,,,,,,,,,,,,,urban coast close to river
